,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Fishing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Food/beverage/tobacco processing machinery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Footwear,1.1657012815166787e-10,3.346076939471629e-11,2.9667625149574105e-11,4.170492647321095e-11,2.3159352048462546e-11,3.1412951700913265e-11,5.155355337528595e-11,2.591080450188363e-11,2.879663951704738e-11,4.5150889466425605e-11,5.224280394845475e-11,2.0407033460646973e-11,1.0580913402390128e-09,9.23063806620623e-11,3.313054539144197e-11,2.427363080874797e-11,3.276249333071412e-11,3.344728370080991e-11,3.4589130742862456e-11,3.4121212180829084e-11,3.983819154233293e-11,3.4623133828781793e-11,2.932519983469529e-11,3.203271655993388e-11,3.954959186526611e-11,2.9131160363604775e-11,2.7735595997608298e-11,3.1217066584053925e-11,1.6025948437685246e-10,4.9439262887159776e-11,1.9005533336748672e-11,2.520764255253491e-12,9.822366899196574e-11,3.36564561739887e-11,3.557044622671794e-11,5.4508413072303595e-11,3.71087099930028e-11,4.082321552957905e-11,2.2015495017165945e-11,3.1472596608936325e-11,3.591378026288877e-11,3.39196592426731e-11,3.73068469048891e-11,3.3844107212485667e-11,3.791754927894297e-11,3.373459813398256e-11,6.43495641262023e-11,3.325379499639955e-11,4.072081760227782e-11,3.094315447954842e-11,1.864262937611576e-06,2.535288172873301e-11,1.7379728678394738e-09,9.528147510101375e-12,4.1745168429071496e-11,3.36320760160706e-11,3.3977744610728467e-11,3.5584501054614634e-11,3.4300124609619866e-11,3.7837180197702845e-11,3.3483156853614704e-11,2.1431143231242594e-10,3.233129148444534e-11,1.9811889454666172e-11,3.258043466303252e-11,4.87390473671104e-11,3.39196592426731e-11,3.181986857366408e-11,3.3060353968218885e-11,3.3750714395910586e-11,2.731151440620553e-11,4.6919306757247686e-11,3.476572007068046e-11,3.2152507816095694e-11,3.6431000668612796e-11,3.392352287589363e-11,3.952460201319345e-11,3.3806053523169e-11,3.1503025141861923e-11,3.405267145748211e-11,2.7422123006144874e-11,1.640901151748466e-10,3.2634921769246335e-11,3.426399935668552e-11,3.4195396452282e-11,3.308868620299202e-11,3.4417300588101125e-11,3.253251981886869e-11,2.639476405349061e-10,3.4174406911023614e-11,1.2806272452387519e-08,3.8276002993263256e-11,6.490031271169642e-09,4.4500163344450116e-11,0.0,5.588466568223123e-10,3.100786104707411e-11,5.038276569610888e-11,3.269787227506679e-11,3.502039480183327e-11,3.550934971732298e-11,3.197964562170542e-11,3.447418950134349e-11,3.8267238734102375e-11,2.95671784013881e-11,3.3930178116904957e-11,3.568249594203147e-11,2.2015495017165945e-11,1.89311108001159e-10,3.197315340718534e-11,3.920082228500808e-11,2.972649685447593e-11,3.420979669432952e-11,3.2148013634014026e-11,3.557969909798913e-11,4.003737266557063e-11,7.091215455891172e-11,3.3434468442012034e-11,3.240496387691043e-11,3.5313586923682115e-11,5.026569558773158e-11,3.392557623422535e-11,2.7963899923639622e-11,1.0863655346905086e-10,0.0,3.484100623718911e-11,5.546137195162497e-11,3.242082917888514e-11,1.830298467300883e-10,3.2312249989932446e-11,2.819681825472436e-11,3.171738039217966e-11,2.9465482940526256e-11,3.629801183058139e-11,3.803710099573344e-11,2.9020148600072048e-11,3.8624821169038484e-11,2.8959659533582276e-11,3.6807101845443035e-11,3.319408948833638e-11,3.4175045518930724e-11,2.9790750852557636e-11,3.232571073850911e-11,3.593566980164873e-11,3.993647221375178e-11,3.328638862677065e-11,4.102617136935343e-11,3.288529242288893e-11,2.0551346504027992e-10,3.4498041322889154e-11,4.9473462074726e-11,4.1319320304809976e-11,3.4166881484317544e-11,3.8725995280236196e-11,3.452158152174721e-11,2.218646922896826e-09,4.56892505495188e-11,3.4900294756685546e-11,4.2251272324089855e-11,4.3273473628699075e-11,5.5015680371749315e-11,4.557235292366585e-11,4.5416078025738327e-11,3.4066824784731035e-11,5.42147202821481e-10,3.550934971732296e-11,1.5534536498970795e-11,3.423507009997394e-11,3.680791512730423e-11,3.959427502124945e-11,3.390585806242127e-11,3.3900468334567015e-11,3.1075298303575554e-11,4.085569606060584e-11,3.1503025141861904e-11,3.5529424954121975e-11,3.0029756956998984e-11,2.969916239001412e-11,3.192648293485745e-11,3.2947668843219604e-11,3.414579560300143e-11,3.128882346802637e-11,3.218706426365007e-11,3.197964562170542e-11,3.15213425707159e-11,3.899157313559982e-11,3.776366544981683e-11,3.441820700996221e-11,4.664135549570305e-09,3.3882562229812354e-11,3.58208067111153e-11,3.287977537944571e-11,2.8411625070960096e-11,4.214412392354925e-11,3.2520771891885944e-11,1.4248352851668152e-10,3.3945267895251565e-11,3.163764304355818e-11,3.395511705676692e-11,4.8979035492250743e-11,4.086268732098722e-11,3.9597723386673295e-11,3.154915785483117e-11,4.195796946987039e-11,3.081676532157317e-11,4.069339340706031e-11,3.872585942671506e-11,2.137966433370026e-11,3.4558966870416644e-11,1.6333294508450447e-11,3.4930720537485875e-11,3.5119266794806386e-11,5.4875877826106325e-11,2.797352024114888e-11,9.622871347291728e-12,4.569506151085366e-11,3.9325743941298236e-11,2.6471494181788737e-11,3.394707617463248e-11,3.2348871388978514e-11,3.549055548885463e-11,3.170579625358221e-11,4.269941709416795e-11,5.616092759992254e-12,3.329146221502022e-11,8.174793846788954e-11,5.364680677379726e-10,5.083493288068689e-11,3.625122250553014e-11,4.292870373364253e-11,3.4222099301101293e-11,4.546797210804586e-11,3.117780538712979e-11,5.58500719916089e-11,4.382921205529038e-11,4.804574975438995e-11
Forestry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fresh fruit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fresh vegetables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Furniture,6.479463564205445e-10,8.44445218627792e-10,9.380755593426284e-10,6.530603291572376e-10,2.3300477160201043e-10,6.962874301476904e-10,4.5221509917001437e-10,7.375976528353603e-10,5.087346876345494e-10,7.354280091162601e-10,1.0634276414297047e-09,1.2661731606694637e-09,8.209371734025314e-10,5.316389265954713e-10,7.654103804802009e-10,4.696643814371087e-10,7.240982714211942e-10,1.872484728526463e-09,1.0007536107908025e-09,1.2942995328304654e-09,1.244753416003831e-09,8.361428633306813e-10,4.944472825200228e-10,7.863786677580815e-10,7.287689317343218e-10,9.98860602728561e-10,1.4522621104753453e-09,2.4209012786022086e-10,6.621960569954105e-10,7.59550927276881e-10,3.686173369894293e-10,7.481938176997818e-11,8.473531047318963e-10,7.141995171393803e-10,8.593175153127768e-10,9.527690758809018e-10,8.526372331367211e-10,4.441784783779092e-09,5.262533419277153e-10,1.1312522567620726e-09,1.1319105944695013e-09,8.920527123689962e-10,9.993059621884603e-09,9.222286576926463e-10,1.665291040556813e-09,9.063825289654254e-10,8.365046512907068e-10,3.085451855985914e-10,8.023256021238146e-10,1.1542034308199432e-09,2.84192224154833e-10,8.221425002987933e-10,1.092796541276037e-09,5.212387846911761e-10,7.395363273917539e-10,1.4279799787110288e-09,3.0268297776201412e-09,9.963290953553545e-10,8.790069708168595e-10,8.304765532630868e-10,7.769988670552304e-10,7.700546184292795e-10,1.4648119648165396e-09,1.0060169931331076e-10,8.474873581534675e-10,4.6351692252697995e-10,8.841525393099373e-10,6.108942423841742e-10,4.098435346607875e-10,8.392274433833892e-10,1.1378839198508625e-09,7.764262209127562e-10,1.0581600980157044e-09,1.7100282404021681e-09,7.727268361383777e-10,7.973494470826588e-10,6.827273952399585e-10,1.004535194478272e-09,7.35228316369594e-10,1.0582153364109004e-09,4.788985917094812e-10,8.982892108892208e-10,7.939547597328262e-10,8.611564402499595e-10,9.369028027790955e-10,1.1622119273987128e-09,7.259437220441299e-10,1.962715518698108e-09,1.0664442356077e-09,7.834654277882998e-10,7.957694053656136e-10,8.397617950566584e-10,7.494184252257506e-10,8.804808487452815e-10,0.0,7.801681784412189e-10,5.682612037664436e-10,8.344515927735938e-10,1.3062921406801719e-09,1.0017929341170356e-09,8.575391198240619e-10,5.211993718402251e-10,1.0851693116334523e-09,7.542309382626323e-10,7.213969552089243e-10,9.489414726067193e-10,8.003185481815377e-10,2.719375092622002e-10,8.018634141640817e-10,8.147393564926002e-10,8.506195678405896e-10,3.1512600698671367e-10,8.502784562992358e-11,2.922032037647438e-10,8.598156984887415e-10,8.269492378413928e-10,8.057652206832984e-10,8.906203509131564e-10,5.388667915338067e-10,1.1325363246372333e-09,7.015795855399741e-10,7.705310061647926e-10,6.986358690571752e-10,7.767713500404491e-10,0.0,8.202226107116754e-10,9.455045193306005e-10,1.0020810075683194e-09,2.2730603191534985e-06,5.370513539073953e-10,8.403337787667027e-10,5.940422868337912e-10,1.2735253658373388e-09,1.0117668286059697e-09,7.792194350015744e-10,8.51368794032803e-10,7.205934631707535e-10,1.3471362773191574e-09,5.49579502973499e-10,1.7066247759486634e-09,8.622571372539806e-10,9.155085438929886e-10,3.9845806247446327e-10,7.319416339244452e-10,8.27654346449365e-10,1.51505831533668e-08,5.710927946013117e-10,6.313070858460457e-10,1.022243060052946e-09,5.1746134349813e-10,9.422874767363953e-10,1.2125628031437788e-09,7.291892721630798e-09,7.217127124983823e-10,8.401162990712919e-10,7.40061758312764e-10,8.336368120350054e-10,1.3252415359172903e-09,6.909863655704783e-10,8.778860471797994e-10,7.068716660742249e-10,8.462159841612862e-10,7.301839099982445e-10,8.752550234444788e-10,6.925932112678041e-10,8.466425259975257e-10,5.959178894426876e-11,8.698472187167065e-10,7.438865419503896e-10,7.556754260785151e-10,1.1338080270646612e-09,8.922477464656254e-10,1.158439377668034e-09,3.463002001123314e-10,4.90257810181664e-11,1.521239343596915e-09,5.249648617447953e-10,3.3549399433054006e-09,2.539854115698978e-10,1.4099323583273266e-10,8.339819074139388e-10,8.0614010320045e-10,1.2626267533455368e-09,5.274553959147757e-10,2.840841238126328e-10,8.896161690933822e-10,8.210220108193774e-10,8.180952682136461e-10,7.600330804743532e-10,8.447701844596655e-10,7.706875241627692e-10,1.917535886464915e-09,9.733286588604042e-10,5.128778943057778e-10,1.0291014107797068e-09,8.355250116269052e-10,1.79215320106058e-09,1.0675105521383137e-09,9.102581293251832e-10,8.568212053789849e-10,6.50560193475075e-10,7.30226887675707e-10,7.697502597692647e-10,7.880280484804132e-10,9.307278451639992e-10,1.0349312162048638e-09,8.632900656157553e-10,4.2413174057672734e-10,9.386180820273998e-10,7.434644414289602e-10,9.148053059822638e-10,7.481871049568885e-10,8.102026286799942e-10,9.893437909242351e-10,6.367658044494364e-10,7.469415297379364e-10,4.78324912304659e-10,1.3652431335076507e-10,7.796541815254729e-10,8.872668756327522e-10,2.6873726379000897e-09,4.2728487215126897e-10,5.071242868621259e-10,1.8624739515613396e-10,4.801243515452386e-10,7.648621570457806e-10,5.95035689710405e-10,6.396832787874818e-10,8.597945356948284e-10,8.384029024115348e-10,1.2469508566832053e-09,8.069757028891278e-10,8.252981215453411e-10,9.5194208800858e-10,9.075024971310186e-10,8.943679878455918e-10
Games and toys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gas production and distribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glass and glass products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
